2.084843e+02,-1.137919e+06,-1.040309e+06,-9.886671e+05,1.039844e+03,-4.654252e+02,-4.414626e+02,8.702093e+02,-1.871554e+03,8.344597e+02,7.966818e+02,
2.287278e+02,-1.117129e+06,-1.049365e+06,-9.972557e+05,1.013898e+03,-4.293607e+02,-4.071044e+02,8.576068e+02,-1.899320e+03,8.009486e+02,7.647267e+02,
2.484335e+02,-1.097411e+06,-1.057482e+06,-1.004951e+06,9.871472e+02,-3.945518e+02,-3.739433e+02,8.453392e+02,-1.926343e+03,7.664211e+02,7.318065e+02,
2.676068e+02,-1.078745e+06,-1.064725e+06,-1.011814e+06,9.596793e+02,-3.610281e+02,-3.420072e+02,8.334030e+02,-1.952564e+03,7.308619e+02,6.979068e+02,
2.862535e+02,-1.061110e+06,-1.071156e+06,-1.017904e+06,9.315826e+02,-3.288144e+02,-3.113199e+02,8.217945e+02,-1.977918e+03,6.942578e+02,6.630151e+02,
3.043803e+02,-1.044481e+06,-1.076836e+06,-1.023280e+06,9.029435e+02,-2.979315e+02,-2.819010e+02,8.105098e+02,-2.002333e+03,6.565982e+02,6.271212e+02,
3.219940e+02,-1.028831e+06,-1.081823e+06,-1.027997e+06,8.738473e+02,-2.683958e+02,-2.537661e+02,7.995445e+02,-2.025738e+03,6.178756e+02,5.902183e+02,
3.391020e+02,-1.014132e+06,-1.086173e+06,-1.032108e+06,8.443779e+02,-2.402198e+02,-2.269268e+02,7.888940e+02,-2.048052e+03,5.780864e+02,5.523030e+02,
3.557119e+02,-1.000352e+06,-1.089939e+06,-1.035665e+06,8.146173e+02,-2.134122e+02,-2.013914e+02,7.785536e+02,-2.069195e+03,5.372316e+02,5.133763e+02,
3.718319e+02,-9.874607e+05,-1.093174e+06,-1.038715e+06,7.846461e+02,-1.879778e+02,-1.771644e+02,7.685182e+02,-2.089079e+03,4.953170e+02,4.734437e+02,
3.874700e+02,-9.754244e+05,-1.095924e+06,-1.041305e+06,7.545430e+02,-1.639176e+02,-1.542467e+02,7.587828e+02,-2.107616e+03,4.523540e+02,4.325163e+02,
4.026347e+02,-9.642094e+05,-1.098237e+06,-1.043480e+06,7.243847e+02,-1.412292e+02,-1.326358e+02,7.493421e+02,-2.124713e+03,4.083601e+02,3.906108e+02,
4.173349e+02,-9.537812e+05,-1.100156e+06,-1.045280e+06,6.942458e+02,-1.199064e+02,-1.123257e+02,7.401906e+02,-2.140276e+03,3.633594e+02,3.477500e+02,
4.315794e+02,-9.441051e+05,-1.101721e+06,-1.046743e+06,6.641987e+02,-9.993941e+01,-9.330719e+01,7.313227e+02,-2.154209e+03,3.173827e+02,3.039634e+02,
4.453772e+02,-9.351459e+05,-1.102970e+06,-1.047908e+06,6.343135e+02,-8.131515e+01,-7.556751e+01,7.227330e+02,-2.166416e+03,2.704680e+02,2.592872e+02,
4.587376e+02,-9.268685e+05,-1.103940e+06,-1.048806e+06,6.046576e+02,-6.401698e+01,-5.909082e+01,7.144155e+02,-2.176802e+03,2.226610e+02,2.137650e+02,
4.716699e+02,-9.192381e+05,-1.104664e+06,-1.049471e+06,5.752961e+02,-4.802500e+01,-4.385807e+01,7.063646e+02,-2.185274e+03,1.740147e+02,1.674471e+02,
4.841835e+02,-9.122200e+05,-1.105172e+06,-1.049932e+06,5.462909e+02,-3.331605e+01,-2.984716e+01,6.985744e+02,-2.191740e+03,1.245897e+02,1.203915e+02,
4.962877e+02,-9.057801e+05,-1.105493e+06,-1.050215e+06,5.177014e+02,-1.986390e+01,-1.703303e+01,6.910390e+02,-2.196114e+03,7.445431e+01,7.266285e+01,
5.079921e+02,-8.998848e+05,-1.105653e+06,-1.050345e+06,4.895835e+02,-7.639375e+00,-5.387829e+00,6.837525e+02,-2.198315e+03,2.368383e+01,2.433310e+01,
5.193061e+02,-8.945013e+05,-1.105677e+06,-1.050346e+06,4.619904e+02,3.389541e+00,5.118979e+00,6.767090e+02,-2.198267e+03,-2.763936e+01,-2.451944e+01,
5.302392e+02,-8.895978e+05,-1.105585e+06,-1.050238e+06,4.349718e+02,1.325747e+01,1.452042e+01,6.699027e+02,-2.195902e+03,-7.942642e+01,-7.381023e+01,
5.408004e+02,-8.851431e+05,-1.105398e+06,-1.050040e+06,4.085741e+02,2.200151e+01,2.285186e+01,6.633278e+02,-2.191161e+03,-1.315826e+02,-1.234491e+02,
5.509992e+02,-8.811072e+05,-1.105134e+06,-1.049769e+06,3.828404e+02,2.966098e+01,3.015080e+01,6.569787e+02,-2.183995e+03,-1.840079e+02,-1.733409e+02,
5.608444e+02,-8.774611e+05,-1.104809e+06,-1.049440e+06,3.578102e+02,3.627729e+01,3.645668e+01,6.508496e+02,-2.174365e+03,-2.365977e+02,-2.233862e+02,
5.703447e+02,-8.741771e+05,-1.104437e+06,-1.049068e+06,3.335198e+02,4.189366e+01,4.181071e+01,6.449352e+02,-2.162241e+03,-2.892440e+02,-2.734821e+02,
5.795088e+02,-8.712284e+05,-1.104031e+06,-1.048664e+06,3.100017e+02,4.655497e+01,4.625565e+01,6.392301e+02,-2.147609e+03,-3.418356e+02,-3.235230e+02,
5.883449e+02,-8.685896e+05,-1.103602e+06,-1.048239e+06,2.872852e+02,5.030754e+01,4.983562e+01,6.337293e+02,-2.130463e+03,-3.942599e+02,-3.734016e+02,
5.968608e+02,-8.662363e+05,-1.103161e+06,-1.047802e+06,2.653960e+02,5.319891e+01,5.259589e+01,6.284278e+02,-2.110812e+03,-4.464031e+02,-4.230098e+02,
6.050640e+02,-8.641455e+05,-1.102716e+06,-1.047362e+06,2.443568e+02,5.527767e+01,5.458276e+01,6.233209e+02,-2.088678e+03,-4.981515e+02,-4.722394e+02,
6.129615e+02,-8.622954e+05,-1.102274e+06,-1.046926e+06,2.241865e+02,5.659328e+01,5.584332e+01,6.184044e+02,-2.064094e+03,-5.493924e+02,-5.209834e+02,
6.205601e+02,-8.606653e+05,-1.101841e+06,-1.046499e+06,2.049012e+02,5.719592e+01,5.642534e+01,6.136739e+02,-2.037107e+03,-6.000152e+02,-5.691363e+02,
6.278657e+02,-8.592356e+05,-1.101423e+06,-1.046086e+06,1.865137e+02,5.713633e+01,5.637715e+01,6.091259e+02,-2.007776e+03,-6.499117e+02,-6.165955e+02,
6.348839e+02,-8.579881e+05,-1.101024e+06,-1.045692e+06,1.690336e+02,5.646572e+01,5.574748e+01,6.047567e+02,-1.976172e+03,-6.989776e+02,-6.632618e+02,
6.416197e+02,-8.569055e+05,-1.100647e+06,-1.045321e+06,1.524678e+02,5.523560e+01,5.458537e+01,6.005634e+02,-1.942376e+03,-7.471128e+02,-7.090399e+02,
6.480772e+02,-8.559715e+05,-1.100296e+06,-1.044973e+06,1.368203e+02,5.349779e+01,5.294015e+01,5.965433e+02,-1.906483e+03,-7.942221e+02,-7.538393e+02,
6.542602e+02,-8.551713e+05,-1.099972e+06,-1.044652e+06,1.220922e+02,5.130429e+01,5.086128e+01,5.926941e+02,-1.868596e+03,-8.402159e+02,-7.975750e+02,
6.601715e+02,-8.544905e+05,-1.099676e+06,-1.044358e+06,1.082820e+02,4.870727e+01,4.839843e+01,5.890141e+02,-1.828829e+03,-8.850106e+02,-8.401674e+02,
6.658133e+02,-8.539161e+05,-1.099409e+06,-1.044093e+06,9.538563e+01,4.575903e+01,4.560136e+01,5.855018e+02,-1.787304e+03,-9.285292e+02,-8.815433e+02,
6.711868e+02,-8.534359e+05,-1.099172e+06,-1.043856e+06,8.339650e+01,4.251205e+01,4.251998e+01,5.821566e+02,-1.744152e+03,-9.707013e+02,-9.216360e+02,
6.762463e+02,-8.530419e+05,-1.098965e+06,-1.043649e+06,7.240422e+01,3.905232e+01,3.923604e+01,5.790068e+02,-1.699934e+03,-1.011092e+03,-9.600315e+02,
6.809777e+02,-8.527231e+05,-1.098789e+06,-1.043471e+06,6.241679e+01,3.545410e+01,3.582015e+01,5.760613e+02,-1.655036e+03,-1.049513e+03,-9.965525e+02,
6.853957e+02,-8.524674e+05,-1.098640e+06,-1.043321e+06,5.337565e+01,3.176927e+01,3.232165e+01,5.733109e+02,-1.609598e+03,-1.086025e+03,-1.031254e+03,
6.895091e+02,-8.522647e+05,-1.098517e+06,-1.043195e+06,4.523218e+01,2.804872e+01,2.878896e+01,5.707501e+02,-1.563784e+03,-1.120656e+03,-1.064166e+03,
6.933256e+02,-8.521060e+05,-1.098417e+06,-1.043092e+06,3.793864e+01,2.434006e+01,2.526734e+01,5.683742e+02,-1.517750e+03,-1.153446e+03,-1.095325e+03,
6.968515e+02,-8.519838e+05,-1.098338e+06,-1.043009e+06,3.144892e+01,2.068828e+01,2.179958e+01,5.661792e+02,-1.471648e+03,-1.184436e+03,-1.124769e+03,
7.000911e+02,-8.518913e+05,-1.098276e+06,-1.042943e+06,2.571834e+01,1.713613e+01,1.842632e+01,5.641624e+02,-1.425622e+03,-1.213669e+03,-1.152542e+03,
7.030476e+02,-8.518227e+05,-1.098231e+06,-1.042894e+06,2.070362e+01,1.372446e+01,1.518641e+01,5.623218e+02,-1.379806e+03,-1.241196e+03,-1.178690e+03,
7.054362e+02,-8.517779e+05,-1.098201e+06,-1.042861e+06,1.681816e+01,1.084550e+01,1.245235e+01,5.608348e+02,-1.339463e+03,-1.264218e+03,-1.200556e+03,
7.075521e+02,-8.517458e+05,-1.098181e+06,-1.042837e+06,1.351338e+01,8.199915e+00,9.939910e+00,5.595176e+02,-1.300405e+03,-1.285481e+03,-1.220748e+03,
7.094102e+02,-8.517233e+05,-1.098168e+06,-1.042821e+06,1.072912e+01,5.799571e+00,7.660367e+00,5.583608e+02,-1.262681e+03,-1.305108e+03,-1.239384e+03,
7.110098e+02,-8.517080e+05,-1.098160e+06,-1.042810e+06,8.430623e+00,3.672131e+00,5.640000e+00,5.573650e+02,-1.226588e+03,-1.323085e+03,-1.256450e+03,
7.123108e+02,-8.516982e+05,-1.098157e+06,-1.042804e+06,6.637187e+00,1.897705e+00,3.954894e+00,5.565551e+02,-1.193588e+03,-1.338865e+03,-1.271428e+03,
7.132092e+02,-8.516928e+05,-1.098156e+06,-1.042801e+06,5.443665e+00,6.472670e-01,2.767409e+00,5.559958e+02,-1.167961e+03,-1.350700e+03,-1.282660e+03,
7.137472e+02,-8.516901e+05,-1.098156e+06,-1.042799e+06,4.748905e+00,-1.120997e-01,2.046279e+00,5.556608e+02,-1.150903e+03,-1.358381e+03,-1.289948e+03,
7.142949e+02,-8.516877e+05,-1.098156e+06,-1.042799e+06,4.059095e+00,-8.940021e-01,1.303753e+00,5.553198e+02,-1.130919e+03,-1.367182e+03,-1.298298e+03,
7.146648e+02,-8.516862e+05,-1.098156e+06,-1.042798e+06,3.604593e+00,-1.427683e+00,7.969532e-01,5.550896e+02,-1.115414e+03,-1.373866e+03,-1.304639e+03,
7.148449e+02,-8.516856e+05,-1.098157e+06,-1.042798e+06,3.388023e+00,-1.689589e+00,5.482415e-01,5.549775e+02,-1.077725e+03,-1.389610e+03,-1.319559e+03,
7.150165e+02,-8.516850e+05,-1.098157e+06,-1.042798e+06,3.191157e+00,-1.943428e+00,3.071994e-01,5.548706e+02,-1.077724e+03,-1.389610e+03,-1.319559e+03,
7.154246e+02,-8.516838e+05,-1.098158e+06,-1.042798e+06,2.722863e+00,-2.547243e+00,-2.661771e-01,5.546166e+02,-1.077723e+03,-1.389611e+03,-1.319559e+03,
